date,open,high,low,close,unit_volume,bitmex_funding
20161216,778.96,785.03,778.96,784.91,106.5194736,0.003306
20161217,785.17,792.51,784.86,790.83,99.88214913,0.000474
20161218,791.01,794.74,788.03,790.53,76.56180031,0.000411
20161219,790.69,793.61,790.32,792.71,94.46884737,-0.000039
20161220,792.25,801.34,791.5,800.88,124.3997802,-0.000936
20161221,800.64,834.28,799.41,834.28,186.4793594,0.000156
20161222,834.18,875.78,834.15,864.54,231.3681357,0.005205
20161223,864.89,925.12,864.68,921.98,298.8828391,0.004059
20161224,922.18,923.48,886.34,898.82,153.2309116,0.006444
20161225,899.65,899.65,862.42,896.18,160.3081881,0.000855
20161226,896.91,913.18,896.9,907.61,136.3702471,0.004986
20161227,908.35,940.05,904.26,933.2,179.2841835,0.007128
20161228,934.83,975.92,934.83,975.92,242.468645,0.000618
20161229,975.13,979.4,954.5,973.5,204.7457627,0.000321
20161230,972.53,972.53,934.83,961.24,195.0334984,0.000426
20161231,960.63,963.74,947.24,963.74,102.8649885,-0.001206
20170101,963.66,1003.08,958.7,998.33,148.0222051,0.004095
20170102,998.62,1031.39,996.7,1021.75,217.4553384,0.006177
20170103,1021.6,1044.08,1021.6,1043.84,177.3911711,0.001794
20170104,1044.4,1159.42,1044.4,1154.73,298.7243633,0.01125
20170105,1156.73,1191.1,910.42,1013.38,503.4626774,0.01125
20170106,1014.24,1046.81,883.94,902.2,390.0199512,-0.004173
20170107,903.49,908.59,823.56,908.59,307.6745463,-0.00189
20170108,908.17,942.72,887.25,911.2,174.1824056,-0.003651
20170109,913.24,913.69,879.81,902.83,157.1469623,-0.001908
20170110,902.44,914.87,901.06,907.68,127.5868147,0.000912
20170111,908.11,919.45,762.77,777.76,399.7749846,-0.006324
20170112,775.18,826.25,755.76,804.83,276.2397028,0.000342
20170113,803.74,829,780,823.98,205.0632297,0
20170114,825.14,835.09,812.46,818.41,113.7123153,0.000312
20170115,818.14,823.31,812.87,821.8,86.41226576,-0.006828
20170116,821.78,834.53,820.27,831.53,99.52160475,0.005184
20170117,830.95,910.56,830.8,907.94,170.8207679,0.000552
20170118,909.37,917.5,858.3,886.62,254.53632,-0.002967
20170119,888.34,904.61,884.34,899.07,117.4825097,0.002235
20170120,898.17,899.4,887.01,895.03,96.89999218,0.00027
20170121,895.55,927.37,895.53,921.79,120.5892882,0.003294
20170122,922.21,937.53,897.56,924.67,126.0698411,-0.001368
20170123,925.5,928.27,916.74,921.01,79.89989251,-0.004206
20170124,910.68,924.15,892.29,892.69,124.7342302,-0.008649
20170125,891.92,903.25,891.69,901.54,134.027331,-0.006294
20170126,902.4,919.33,902.22,917.59,143.8093266,-0.000198
20170127,918.36,923.22,915.85,919.75,136.552324,-0.001863
20170128,919.81,923.91,919.81,921.59,74.84846841,-0.000195
20170129,922.07,923.42,919.15,919.5,66.17911909,0.000216
20170130,920.15,923.05,919.47,920.38,84.99456312,-0.000777
20170131,920.96,972.02,920.96,970.4,169.6022259,0.000159
20170201,970.94,989.11,970.74,989.02,151.776506,0.00033
20170202,990,1013.52,983.22,1011.8,144.1203716,-0.000939
20170203,1011.46,1033.87,1008.79,1029.91,195.4326106,-0.001956
20170204,1031.33,1045.9,1015.16,1042.9,148.6853965,0.000171
20170205,1043.52,1043.63,1022.37,1027.34,111.1686491,0.006819
20170206,1028.4,1044.64,1028.16,1038.15,107.6549632,0.002628
20170207,1040.14,1061.93,1040.14,1061.35,137.5672568,0.000174
20170208,1062.32,1078.97,1037.49,1063.07,189.8793193,-0.004089
20170209,1064.7,1088.99,953.34,994.38,409.5215109,0.002622
20170210,995.63,998.91,946.69,988.67,192.6345494,-0.005778
20170211,988.9,1009.29,982.83,1004.45,101.8079546,0.002034
20170212,1003.52,1004.76,996.92,999.18,67.58542004,-0.000372
20170213,998.89,1002.1,976,990.64,101.5575789,-0.000318
20170214,991.73,1011.51,986.47,1004.55,137.3211886,0.004248
20170215,1006.21,1008.84,1001.58,1007.48,89.09298448,0.002964
20170216,1007.65,1033.37,1007.65,1027.44,119.0113291,0.002244
20170217,1026.12,1053.17,1025.64,1046.21,130.4460863,0.002769
20170218,1049.21,1061.1,1046.96,1054.42,93.96019044,0.000117
20170219,1054.76,1056.81,1043.46,1047.87,73.88635613,0.000087
20170220,1048.69,1080.49,1041.69,1079.98,101.3703957,0.003063
20170221,1079.28,1117.25,1076.93,1115.3,167.5504277,0.007806
20170222,1114.8,1125.39,1100.55,1117.44,121.7962486,0.01125
20170223,1117.27,1176.62,1116.96,1166.72,162.3817197,0.002853
20170224,1172.71,1200.39,1131.96,1173.68,281.8136187,0.01125
20170225,1170.41,1174.85,1124.59,1143.84,122.3606379,0.000495
20170226,1144.27,1167.47,1130.2,1165.2,99.97082046,0.000564
20170227,1163.78,1181.98,1163.38,1179.97,111.5028348,0.000537
20170228,1180.72,1193.25,1171.82,1179.97,156.746358,0.000705
20170301,1180.04,1222.5,1179.69,1222.5,187.3676826,0.000333
20170302,1224.68,1262.13,1215.62,1251.01,294.3821456,0.000396
20170303,1250.71,1280.31,1250.71,1274.99,247.6403799,0.000663
20170304,1277.43,1279.4,1230.51,1255.15,146.0144206,0.001581
20170305,1254.29,1267.29,1238.06,1267.12,105.851853,0.005802
20170306,1267.47,1276,1264.6,1272.83,120.7207498,0.006867
20170307,1273.21,1275.55,1204.8,1223.54,238.0437092,0.002811
20170308,1223.23,1232.16,1148.08,1150,289.220007,-0.000075
20170309,1150.35,1197.46,1141.23,1188.49,178.6157292,0.000306
20170310,1189.36,1270.47,1077.25,1116.72,504.8677986,0.000306
20170311,1116.32,1193.83,1116.32,1175.83,240.953199,-0.00381
20170312,1176.62,1226.98,1175.36,1221.38,185.9994433,-0.003207
20170313,1221.78,1237.37,1217.03,1231.92,308.6864342,-0.001332
20170314,1232.16,1244.81,1220.72,1240,197.8274194,0.000174
20170315,1240.16,1251.61,1239.75,1249.61,238.3183489,0.000162
20170316,1251.33,1257.98,1152.44,1187.81,537.6011315,-0.003906
20170317,1180.16,1180.16,1099.57,1100.23,642.2284213,-0.001077
20170318,1099.69,1114.07,957.66,973.82,638.0049865,-0.00459
20170319,976.73,1069.91,976.73,1036.74,392.2372051,-0.011223
20170320,1037.24,1063.03,1036.68,1054.23,271.7907705,-0.001593
